,Dloss,Floss,target_acc
66,1.1218202431996664,0.6068962454795838,0.20770834386348724
67,1.1193307002385458,0.5919958074887594,0.16458334028720856
68,1.0891756931940715,0.6011559089024862,0.09854166209697723
69,0.9847331404685974,0.8503023703893026,0.10000000149011612
70,0.9541649580001831,0.7048331419626872,0.15541666746139526
71,0.9179208238919576,0.6792498469352722,0.19458334147930145
72,0.9729515631993612,0.519092877705892,0.19354167580604553
73,0.9430046200752258,0.53166530529658,0.20499999821186066
74,0.9374650438626607,0.5104129532972972,0.24395832419395447
75,0.8917132377624511,0.5942332824071248,0.2133333384990692
76,0.8854555010795593,0.5970334768295288,0.12395833432674408
77,0.8934727668762207,0.6385744214057922,0.15416666865348816
78,0.8998148004213969,0.6848566611607869,0.16229167580604553
79,1.0220772306124368,0.5278231739997864,0.19458334147930145
80,0.9167495449384053,0.7199979424476624,0.1756250113248825
81,0.9447531819343566,0.6337178270022075,0.12458333373069763
82,0.9844444712003072,0.5714234431584676,0.12062500417232513
83,0.9731255729993185,0.5928261915842692,0.10979166626930237
84,0.9411311705907186,0.6605977853139241,0.12729166448116302
85,0.9410877188046773,0.6287629326184591,0.11666666716337204
86,0.954813834031423,0.5861087997754415,0.13875000178813934
87,0.9482497612635294,0.5799531976381938,0.13333334028720856
88,0.9225801547368367,0.6441542188326518,0.11145833134651184
89,0.8084040919939677,0.8774763504664104,0.11749999970197678
90,0.8669623136520386,0.7066736102104187,0.1379166543483734
91,0.8561615506807964,0.7057759920756023,0.11874999850988388
92,0.8830712676048279,0.6298627654711405,0.18125000596046448
93,0.8790654540061951,0.628275974591573,0.18145832419395447
94,0.9489401539166769,0.5201932529608408,0.09937499463558197
95,0.9904320955276489,0.5007505079110464,0.12062500417232513
96,0.8324701666831971,0.832918107509613,0.13208334147930145
97,0.8099642157554626,0.8116640130678813,0.1054166629910469
98,0.8164375066757202,0.7651017824808757,0.10999999940395355
99,0.8022611220677693,0.7538546562194824,0.1654166728258133
